ds,meanQ_Close,meanQ_Volume,meanQ_Inflation,meanQ_Unemployment,meanQ_GDP_Growth_Rate,meanQ_GDP,meanQ_Interest_rate,meanQ_CPI
1993-01-01,442.75032096774197,265971774.19354838,2.3703395919999966,6.899999999999994,2.7517810509999974,6860000000000.0,3.5456172389999967,2.951656966000001
1993-04-01,445.5058724444446,262003333.33333334,2.3703395919999966,6.899999999999993,2.7517810509999974,6860000000000.0,3.5456172389999967,2.951656966000001
1993-07-01,453.5587483124999,255741406.25,2.3703395919999966,6.899999999999993,2.7517810509999974,6860000000000.0,3.5456172389999967,2.951656966000001
1993-10-01,464.27187445312506,275129375.0,2.3703395919999966,6.899999999999993,2.7517810509999974,6860000000000.0,3.5456172389999967,2.951656966000001
1994-01-01,469.2134922857143,312785714.28571427,2.1354237099999986,6.120000000000004,4.028793259999993,7290000000000.0,4.898309950999994,2.607441591999997
1994-04-01,451.168549048387,278445967.7419355,2.1354237099999986,6.120000000000004,4.028793259999993,7290000000000.0,4.898309950999994,2.6074415919999976
1994-07-01,461.1207808749998,273933125.0,2.1354237099999986,6.120000000000004,4.028793259999993,7290000000000.0,4.898309950999994,2.607441591999997
1994-10-01,460.00523785714284,300753492.06349206,2.1354237099999986,6.120000000000004,4.028793259999993,7290000000000.0,4.898309950999994,2.607441591999997
1995-01-01,480.4657156666667,332929523.8095238,2.096900728999999,5.649999999999996,2.6842172720000024,7640000000000.0,6.593996380000005,2.805419688999998
1995-04-01,524.4428565079363,339974126.984127,2.096900728999999,5.649999999999996,2.6842172720000024,7640000000000.0,6.593996380000005,2.805419688999998
1995-07-01,564.7963470476191,341387460.3174603,2.096900728999999,5.649999999999996,2.6842172720000024,7640000000000.0,6.593996380000005,2.805419688999998
1995-10-01,597.1714283968255,370523968.25396824,2.096900728999999,5.649999999999996,2.6842172720000024,7640000000000.0,6.593996380000005,2.805419688999998
1996-01-01,636.4547641428572,427336666.6666667,1.830967869000002,5.449999999999994,3.772565498999997,8070000000000.0,6.324073707000007,2.931204199999997
1996-04-01,658.8520605079364,408373968.25396824,1.830967869000002,5.449999999999994,3.772565498999997,8070000000000.0,6.324073707000007,2.931204199999997
1996-07-01,660.0979699218751,379597656.25,1.830967869000002,5.449999999999994,3.772565498999997,8070000000000.0,6.324073707000007,2.931204199999997
1996-10-01,725.8607816718749,430573281.25,1.830967869000002,5.449999999999994,3.772565498999997,8070000000000.0,6.324073707000007,2.931204199999997
1997-01-01,784.7406576393442,515942950.8196721,1.724431314,5.0,4.447174945000001,8580000000000.0,6.603364860999993,2.3376899369999964
1997-04-01,823.4898462343752,490929375.0,1.724431314,5.0,4.447174945000002,8580000000000.0,6.603364860999993,2.3376899369999964
1997-07-01,929.9443741093751,530425312.5,1.724431314,5.0,4.447174945000002,8580000000000.0,6.603364860999993,2.3376899369999964
1997-10-01,951.3790635937501,564840000.0,1.724431314,5.0,4.447174945000002,8580000000000.0,6.603364860999993,2.3376899369999964
1998-01-01,1023.0900048688522,624753606.5573771,1.1255331039999992,4.509999999999996,4.481394432000001,9060000000000.0,7.148178448000007,1.5522790990000022
1998-04-01,1109.6671393968259,614050317.4603175,1.1255331039999992,4.509999999999996,4.481394432000001,9060000000000.0,7.148178448000007,1.5522790990000022
1998-07-01,1085.0807791249995,718444218.75,1.1255331039999992,4.509999999999996,4.481394432000001,9060000000000.0,7.148178448000007,1.5522790990000022
1998-10-01,1121.62702753125,728662187.5,1.1255331039999992,4.509999999999996,4.481394432000001,9060000000000.0,7.148178448000007,1.5522790990000022
1999-01-01,1260.4926257704917,799538688.5245901,1.4092327559999993,4.22,4.794499045000005,9630000000000.0,6.493426418000008,2.1880271969999976
1999-04-01,1329.6433376984128,801311587.3015873,1.409232755999999,4.220000000000001,4.794499045000005,9630000000000.0,6.493426418000008,2.1880271969999976
1999-07-01,1341.9867248593748,743596562.5,1.409232755999999,4.220000000000001,4.794499045000005,9630000000000.0,6.493426418000008,2.1880271969999976
1999-10-01,1374.0987510937498,888398593.75,1.409232755999999,4.220000000000001,4.794499045000005,9630000000000.0,6.493426418000008,2.1880271969999976
2000-01-01,1420.0014260793648,1088295238.0952382,2.265547670000001,3.9900000000000038,4.077159478999995,10300000000000.0,6.813424288000006,3.3768572710000035
2000-04-01,1446.5936492857143,980048571.4285715,2.265547670000001,3.9900000000000038,4.077159478999995,10300000000000.0,6.813424288000006,3.3768572710000035
2000-07-01,1475.9788876825396,957001587.3015873,2.265547670000001,3.9900000000000038,4.077159478999995,10300000000000.0,6.813424288000006,3.3768572710000035
2000-10-01,1366.3103123809526,1112611111.1111112,2.265547670000001,3.9900000000000038,4.077159478999995,10300000000000.0,6.813424288000006,3.3768572710000035
2001-01-01,1273.329038564516,1246464677.419355,2.2529523590000022,4.729999999999999,0.9543387289999999,10600000000000.0,4.565847929000003,2.8261711190000005
2001-04-01,1234.2503139206347,1185459047.6190476,2.2529523590000022,4.7299999999999995,0.9543387289999999,10600000000000.0,4.565847929000004,2.826171119000001
2001-07-01,1153.706613322034,1223359322.0338984,2.252952359000002,4.729999999999998,0.9543387289999999,10600000000000.0,4.565847929000002,2.8261711190000005
2001-10-01,1115.367660515625,1272028906.25,2.2529523590000022,4.7299999999999995,0.9543387289999999,10600000000000.0,4.565847929000004,2.826171119000001
2002-01-01,1132.214833633333,1372616666.6666667,1.5585313889999992,5.779999999999993,1.6959429230000007,10900000000000.0,3.0686428490000046,1.5860316269999981
2002-04-01,1070.1500025,1335248593.75,1.558531388999999,5.779999999999992,1.695942923000001,10900000000000.0,3.068642849000005,1.5860316269999981
2002-07-01,895.4885969062505,1550794218.75,1.558531388999999,5.779999999999992,1.695942923000001,10900000000000.0,3.068642849000005,1.5860316269999981
2002-10-01,886.5282849843747,1453920468.75,1.558531388999999,5.779999999999992,1.695942923000001,10900000000000.0,3.068642849000005,1.5860316269999981
2003-01-01,860.7601638196721,1410900163.9344263,1.973599316999998,5.9900000000000055,2.796209100999998,11500000000000.0,2.107310811000002,2.2700949729999995
2003-04-01,937.9946018095235,1457795396.8253968,1.9735993169999977,5.9900000000000055,2.7962091009999974,11500000000000.0,2.1073108110000014,2.2700949729999995
2003-07-01,1000.3804693749997,1349605937.5,1.9735993169999977,5.9900000000000055,2.7962091009999974,11500000000000.0,2.1073108110000014,2.2700949729999995
2003-10-01,1056.4525012812499,1321888281.25,1.9735993169999977,5.9900000000000055,2.7962091009999974,11500000000000.0,2.1073108110000014,2.2700949729999995
2004-01-01,1132.671286274194,1522637096.7741935,2.6844080420000007,5.529999999999994,3.852552601000006,12200000000000.0,1.612310953999999,2.6772366929999984
2004-04-01,1123.1964564032257,1426900000.0,2.6844080420000007,5.529999999999994,3.852552601000006,12200000000000.0,1.612310953999999,2.6772366929999984
2004-07-01,1103.9082794531248,1292222968.75,2.6844080420000007,5.529999999999993,3.8525526010000064,12200000000000.0,1.6123109539999987,2.6772366929999984
2004-10-01,1162.6520328125,1454277812.5,2.6844080420000007,5.529999999999993,3.8525526010000064,12200000000000.0,1.6123109539999987,2.6772366929999984
2005-01-01,1191.9478679508197,1636235409.8360655,3.1358240669999966,5.080000000000002,3.483220319999995,13000000000000.0,2.9605063299999967,3.392746845000003
2005-04-01,1181.9740562343752,1923129687.5,3.135824066999996,5.080000000000001,3.4832203199999947,13000000000000.0,2.9605063299999963,3.392746845000003
2005-07-01,1224.1743774531249,1941754218.75,3.135824066999996,5.080000000000001,3.4832203199999947,13000000000000.0,2.9605063299999963,3.392746845000003
2005-10-01,1230.4682539841267,2169091904.7619047,3.135824066999996,5.080000000000001,3.4832203199999947,13000000000000.0,2.9605063299999963,3.392746845000003
2006-01-01,1283.6550016612905,2306074677.419355,3.0855829319999963,4.620000000000003,2.782810626000003,13800000000000.0,4.726089652999999,3.2259441010000027
2006-04-01,1280.8117443015874,2420547936.5079365,3.0855829319999963,4.620000000000003,2.7828106260000034,13800000000000.0,4.726089652999998,3.225944101000003
2006-07-01,1288.317307238095,2314845714.285714,3.0855829319999963,4.620000000000003,2.7828106260000034,13800000000000.0,4.726089652999998,3.225944101000003
2006-10-01,1388.6353934444446,2535179841.269841,3.0855829319999963,4.620000000000003,2.7828106260000034,13800000000000.0,4.726089652999998,3.225944101000003
2007-01-01,1424.3813116065576,2887761311.47541,2.7025265690000033,4.620000000000003,2.0105075520000035,14500000000000.0,5.206759375999998,2.852672482000002
2007-04-01,1497.176188174603,2973227301.5873017,2.7025265690000038,4.620000000000003,2.0105075520000035,14500000000000.0,5.206759375999997,2.852672482000002
2007-07-01,1489.4634951587304,3484585555.5555553,2.7025265690000038,4.620000000000003,2.0105075520000035,14500000000000.0,5.206759375999997,2.852672482000002
2007-10-01,1495.7454662187502,3548300000.0,2.7025265690000038,4.620000000000003,2.0105075520000035,14500000000000.0,5.206759375999997,2.852672482000002
2008-01-01,1350.661475,4429518688.5245905,1.9179329779999992,5.779999999999993,0.12218844299999994,14800000000000.0,3.109920824999998,3.839100296999995
2008-04-01,1371.6275043593748,4118486718.75,1.917932977999999,5.779999999999992,0.12218844299999992,14800000000000.0,3.1099208249999974,3.8391002969999946
2008-07-01,1252.0246830156248,5488342187.5,1.917932977999999,5.779999999999992,0.12218844299999992,14800000000000.0,3.1099208249999974,3.8391002969999946
2008-10-01,911.9773454843748,6068245468.75,1.917932977999999,5.779999999999992,0.12218844299999992,14800000000000.0,3.1099208249999974,3.8391002969999946
2009-01-01,807.6659005245903,6531581803.278688,0.6409547330000007,9.25,-2.599888351000002,14500000000000.0,2.5924289710000017,-0.35554626600000006
2009-04-01,892.6014278730155,6081323968.253968,0.6409547330000007,9.25,-2.599888351000002,14500000000000.0,2.5924289710000017,-0.3555462660000001
2009-07-01,995.7482805000002,5234227343.75,0.6409547330000007,9.25,-2.599888351000002,14500000000000.0,2.5924289710000017,-0.3555462660000001
2009-10-01,1088.7232799218752,4498560156.25,0.6409547330000007,9.25,-2.599888351000002,14500000000000.0,2.5924289710000017,-0.3555462660000001
2010-01-01,1123.593601885246,4576925737.704918,1.201791624999999,9.629999999999997,2.7088566939999996,15000000000000.0,2.0238854880000017,1.6400434420000023
2010-04-01,1134.5844396507937,5627165714.285714,1.201791624999999,9.629999999999997,2.708856693999999,15000000000000.0,2.0238854880000017,1.6400434420000025
2010-07-01,1096.2468748125002,4064153281.25,1.201791624999999,9.629999999999997,2.708856693999999,15000000000000.0,2.0238854880000017,1.6400434420000025
2010-10-01,1204.5856208750001,4026122968.75,1.201791624999999,9.629999999999997,2.708856693999999,15000000000000.0,2.0238854880000017,1.6400434420000025
2011-01-01,1302.5290271612905,3885423225.806452,2.07771382,8.949999999999996,1.5498949499999992,15600000000000.0,1.1484251910000007,3.156841568999996
2011-04-01,1318.3328586190473,3892008253.968254,2.0777138200000005,8.949999999999998,1.549894949999999,15600000000000.0,1.1484251910000007,3.156841568999996
2011-07-01,1225.2684422187497,4567315000.0,2.0777138200000005,8.949999999999998,1.549894949999999,15600000000000.0,1.1484251910000007,3.156841568999996
2011-10-01,1225.6512683650792,4080653174.6031747,2.0777138200000005,8.949999999999998,1.549894949999999,15600000000000.0,1.1484251910000007,3.156841568999996
2012-01-01,1348.783715064516,3900853709.677419,1.8705955289999994,8.069999999999995,2.2806876030000005,16300000000000.0,1.3540751999999983,2.069337265000001
2012-04-01,1349.6785656031745,3861343492.0634923,1.8705955289999994,8.069999999999995,2.280687603,16300000000000.0,1.3540751999999983,2.069337265000001
2012-07-01,1400.9457155396822,3383680952.3809524,1.8705955289999994,8.069999999999995,2.280687603,16300000000000.0,1.3540751999999983,2.069337265000001
2012-10-01,1418.1390301612903,3381125967.7419353,1.8705955289999994,8.069999999999995,2.2806876030000005,16300000000000.0,1.3540751999999983,2.069337265000001
2013-01-01,1513.9799967999995,3560818333.3333335,1.7509497789999988,7.370000000000004,1.8418753950000015,16800000000000.0,1.4732542790000014,1.4648326559999991
2013-04-01,1609.4912509531248,3570188125.0,1.7509497789999986,7.370000000000004,1.8418753950000015,16800000000000.0,1.4732542790000014,1.4648326559999991
2013-07-01,1674.9435920937497,3110688125.0,1.7509497789999986,7.370000000000004,1.8418753950000015,16800000000000.0,1.4732542790000014,1.4648326559999991
2013-10-01,1768.6673469062503,3206787656.25,1.7509497789999986,7.370000000000004,1.8418753950000015,16800000000000.0,1.4732542790000014,1.4648326559999991
2014-01-01,1834.8711478032785,3565287377.0491805,1.8698913719999988,6.170000000000001,2.287775933000003,17600000000000.0,1.3547757919999992,1.6222229770000025
2014-04-01,1900.3726960952386,3150838412.698413,1.8698913719999988,6.170000000000002,2.287775933000003,17600000000000.0,1.3547757919999992,1.6222229770000027
2014-07-01,1975.9081210468753,2990028593.75,1.8698913719999988,6.170000000000002,2.287775933000003,17600000000000.0,1.3547757919999992,1.6222229770000027
2014-10-01,2009.3443756093748,3719657031.25,1.8698913719999988,6.170000000000002,2.287775933000003,17600000000000.0,1.3547757919999992,1.6222229770000027
2015-01-01,2063.6898353278693,3652154918.032787,1.0005416329999992,5.279999999999995,2.7063695819999993,18200000000000.0,2.2370754949999996,0.11862713599999994
2015-04-01,2101.829055015873,3340676984.126984,1.0005416329999992,5.279999999999994,2.7063695819999998,18200000000000.0,2.2370754949999996,0.11862713599999992
2015-07-01,2027.200002671875,3789636718.75,1.0005416329999992,5.279999999999994,2.7063695819999998,18200000000000.0,2.2370754949999996,0.11862713599999992
2015-10-01,2052.311878140625,3834964843.75,1.0005416329999992,5.279999999999994,2.7063695819999998,18200000000000.0,2.2370754949999996,0.11862713599999992
2016-01-01,1951.2249135081968,4558995901.639344,1.0022354800000013,4.870000000000003,1.6674720759999992,18700000000000.0,2.484530342,1.2615832059999987
2016-04-01,2075.1314067499998,3857207656.25,1.0022354800000013,4.870000000000003,1.667472075999999,18700000000000.0,2.484530342,1.2615832059999987
2016-07-01,2162.0568695156253,3471315312.5,1.0022354800000013,4.870000000000003,1.667472075999999,18700000000000.0,2.484530342,1.2615832059999987
2016-10-01,2184.8785574603176,3757229523.8095236,1.0022354800000013,4.870000000000003,1.667472075999999,18700000000000.0,2.484530342,1.2615832059999987
2017-01-01,2325.927899790322,3572602741.935484,1.8996101399999972,4.360000000000007,2.2419212159999984,19500000000000.0,2.156099050999999,2.1301100040000014
2017-04-01,2397.9709356190474,3589970317.4603176,1.899610139999997,4.360000000000007,2.241921215999999,19500000000000.0,2.1560990509999995,2.130110004000001
2017-07-01,2467.1746264285716,3186620793.6507936,1.899610139999997,4.360000000000007,2.241921215999999,19500000000000.0,2.1560990509999995,2.130110004000001
2017-10-01,2603.2773166031748,3333923968.2539682,1.899610139999997,4.360000000000007,2.241921215999999,19500000000000.0,2.1560990509999995,2.130110004000001
2018-01-01,2733.476722606558,3836992622.9508195,2.404058593000001,3.900000000000004,2.945384831000003,20500000000000.0,2.441415025999999,2.442583296999999
2018-04-01,2703.1312446874995,3501529375.0,2.404058593000001,3.900000000000004,2.9453848310000033,20500000000000.0,2.4414150259999987,2.442583296999999
2018-07-01,2849.6014307460327,3134172698.4126983,2.404058593000001,3.900000000000004,2.9453848310000033,20500000000000.0,2.4414150259999987,2.442583296999999
2018-10-01,2698.926827587301,4074812380.952381,2.404058593000001,3.900000000000004,2.9453848310000033,20500000000000.0,2.4414150259999987,2.442583296999999
2019-01-01,2721.0044184754092,3781283606.557377,1.7939305010000015,3.6699999999999955,2.2944390779999986,21400000000000.0,3.4270898880000034,1.8122100749999992
2019-04-01,2882.3277646190472,3469710158.730159,1.7939305010000017,3.669999999999995,2.294439077999999,21400000000000.0,3.427089888000004,1.812210074999999
2019-07-01,2957.8364067031252,3516369843.75,1.7939305010000017,3.669999999999995,2.294439077999999,21400000000000.0,3.427089888000004,1.812210074999999
2019-10-01,3082.7556114999998,3475887500.0,1.7939305010000017,3.669999999999995,2.294439077999999,21400000000000.0,3.427089888000004,1.812210074999999
2020-01-01,3055.869183951614,5224354032.258064,1.3049120709999995,8.050000000000008,-2.767802511000003,21100000000000.0,2.210410679999998,1.2335843959999988
2020-04-01,2931.6855546190486,5749241746.031746,1.3049120709999997,8.050000000000008,-2.7678025110000033,21100000000000.0,2.210410679999998,1.2335843959999988
2020-07-01,3319.834072140625,4245397343.75,1.3049120709999997,8.050000000000008,-2.7678025110000033,21100000000000.0,2.210410679999998,1.2335843959999988
2020-10-01,3554.5010910000005,4493153750.0,1.3049120709999997,8.050000000000008,-2.7678025110000033,21100000000000.0,2.210410679999998,1.2335843959999988
2021-01-01,3865.706899196722,5370020819.672132,4.492792236000008,5.350000000000002,5.945484760999993,23300000000000.0,-1.189356900999998,4.697858864000005
2021-04-01,4183.626364079364,4349049682.539682,4.492792236000008,5.350000000000003,5.945484760999993,23300000000000.0,-1.189356900999998,4.697858864000005
2021-07-01,4421.587951609374,3910706875.0,4.492792236000008,5.350000000000003,5.945484760999993,23300000000000.0,-1.189356900999998,4.697858864000005
